time,temperature,pressure
0.0,20.00000000000001,0.00035107349306576886
4.000000000000005,19.729628975380113,0.0003509128957415277
8.00000000000001,19.446265098040616,0.00035166423573549353
12.000000000000016,19.70073310784368,0.0003546396959177681
16.00000000000002,19.359117435675028,0.0003571174551022579
20.00000000000003,19.09387645956574,0.00036068448499694447
24.000000000000032,18.97945386518372,0.000365462209206233
28.000000000000043,18.83210810761237,0.00037101067778355347
32.00000000000004,18.80517360837395,0.0003776615764751912
36.00000000000005,18.651601931949617,0.0003848267374872796
40.00000000000006,18.188879491285984,0.00039196341246549313
44.000000000000064,17.82717694066941,0.0003999055158150991
48.000000000000064,17.356191967918843,0.0004082416750022694
52.00000000000007,17.224590764135208,0.0004180369336060706
56.000000000000085,16.934888750763605,0.00042811865560249857
60.000000000000085,16.354650677392932,0.0004380248736407598
64.00000000000009,15.70414557154874,0.0004480314021899963
68.0000000000001,15.340240976903704,0.0004591564802895054
72.0000000000001,14.800759878218514,0.0004701021302200924
76.00000000000011,14.40750366291641,0.0004815905998768567
80.00000000000011,14.073376983047567,0.0004932595997065566
84.00000000000011,13.65748239525474,0.0005047875458288306
88.00000000000013,12.999197209351097,0.00051570703214956
92.00000000000014,12.017376877567065,0.0005256270023771406
96.00000000000013,11.471179630662176,0.0005361205081484678
100.00000000000014,11.111249027860062,0.0005466963643346204
104.00000000000014,10.654958367842141,0.0005565963995593454
108.00000000000016,10.238733272192926,0.0005661639739751232
112.00000000000017,9.974131824271057,0.0005758044356807348
116.00000000000016,9.432330112537926,0.0005843331009566078
120.00000000000017,9.166301516250778,0.000593021722419244
124.00000000000017,8.754444854921063,0.0006008183485323824
128.00000000000017,8.375220521914304,0.0006080830140235191
132.0000000000002,8.069344939954737,0.0006145191098632809
136.0000000000002,7.910589640450909,0.0006206698058571679
140.0000000000002,7.432440806522778,0.0006251695019972191
144.0000000000002,7.575805782840657,0.0006304257345522891
148.0000000000002,7.492369291260787,0.0006345078493813811
152.00000000000023,7.3993410692862325,0.0006376764758591995
156.00000000000023,7.467274398808321,0.0006402914367166002
160.00000000000023,7.728611508666736,0.0006427646622201392
164.00000000000023,7.945886727846617,0.0006445173908968878
168.00000000000023,8.318937733404368,0.0006459472322462936
172.00000000000026,8.617957554287635,0.0006467571170236426
176.00000000000026,8.633410535162316,0.0006462992026088974
180.00000000000023,8.5877892808422,0.0006452773320622697
184.00000000000028,8.938342099217445,0.000644752465810508
188.00000000000026,9.01130086534541,0.0006430868930956514
192.00000000000026,8.984498409575162,0.0006409430221238636
196.00000000000028,9.730872309907717,0.0006401900029013506
